movieId,title,release_date,description
1487,Even Cowgirls Get the Blues (1993),01-Jan-1993,Even Cowgirls Get the Blues (1993)
1488,Germinal (1993),01-Jan-1993,Germinal (1993)
1489,Chasers (1994),01-Jan-1994,Chasers (1994)
1490,Fausto (1993),01-Jan-1993,Fausto (1993)
1491,Tough and Deadly (1995),01-Jan-1995,Tough and Deadly (1995)
1492,Window to Paris (1994),01-Jan-1994,Window to Paris (1994)
1493,"Modern Affair, A (1995)",06-Sep-1996,"Modern Affair, A (1995)"
1494,"Mostro, Il (1994)",19-Apr-1996,"Mostro, Il (1994)"
1495,Flirt (1995),07-Aug-1996,Flirt (1995)
1496,Carpool (1996),23-Aug-1996,Carpool (1996)
1497,"Line King: Al Hirschfeld, The (1996)",11-Oct-1996,"Line King: Al Hirschfeld, The (1996)"
1498,Farmer & Chase (1995),10-Jan-1997,Farmer & Chase (1995)
1499,Grosse Fatigue (1994),01-Jan-1994,Grosse Fatigue (1994)
1500,Santa with Muscles (1996),08-Nov-1996,Santa with Muscles (1996)
1501,Prisoner of the Mountains (Kavkazsky Plennik) (1996),31-Jan-1997,Prisoner of the Mountains (Kavkazsky Plennik) (1996)
1502,Naked in New York (1994),01-Jan-1994,Naked in New York (1994)
1503,Gold Diggers: The Secret of Bear Mountain (1995),01-Jan-1995,Gold Diggers: The Secret of Bear Mountain (1995)
1504,"Bewegte Mann, Der (1994)",12-Jul-1996,"Bewegte Mann, Der (1994)"
1505,Killer: A Journal of Murder (1995),06-Sep-1996,Killer: A Journal of Murder (1995)
1506,Nelly & Monsieur Arnaud (1995),12-Apr-1996,Nelly & Monsieur Arnaud (1995)
1507,Three Lives and Only One Death (1996),11-Oct-1996,Three Lives and Only One Death (1996)
1508,"Babysitter, The (1995)",01-Jan-1995,"Babysitter, The (1995)"
1509,Getting Even with Dad (1994),01-Jan-1994,Getting Even with Dad (1994)
1510,Mad Dog Time (1996),08-Nov-1996,Mad Dog Time (1996)
1511,Children of the Revolution (1996),01-May-1997,Children of the Revolution (1996)
1512,"World of Apu, The (Apur Sansar) (1959)",05-Apr-1996,"World of Apu, The (Apur Sansar) (1959)"
1513,Sprung (1997),14-May-1997,Sprung (1997)
1514,Dream With the Fishes (1997),20-Jun-1997,Dream With the Fishes (1997)
1515,Wings of Courage (1995),01-Jan-1995,Wings of Courage (1995)
1516,"Wedding Gift, The (1994)",01-Jan-1994,"Wedding Gift, The (1994)"
1517,Race the Sun (1996),01-Jan-1996,Race the Sun (1996)
1518,Losing Isaiah (1995),01-Jan-1995,Losing Isaiah (1995)
1519,New Jersey Drive (1995),01-Jan-1995,New Jersey Drive (1995)
1520,"Fear, The (1995)",01-Jan-1995,"Fear, The (1995)"
1521,Mr. Wonderful (1993),01-Jan-1993,Mr. Wonderful (1993)
1522,Trial by Jury (1994),01-Jan-1994,Trial by Jury (1994)
1523,"Good Man in Africa, A (1994)",01-Jan-1994,"Good Man in Africa, A (1994)"
1524,Kaspar Hauser (1993),07-Jun-1996,Kaspar Hauser (1993)
1525,"Object of My Affection, The (1998)",20-Mar-1998,"Object of My Affection, The (1998)"
1526,Witness (1985),01-Jan-1985,Witness (1985)
1527,Senseless (1998),09-Jan-1998,Senseless (1998)
1528,Nowhere (1997),09-May-1997,Nowhere (1997)
1529,Underground (1995),29-Mar-1996,Underground (1995)
1530,Jefferson in Paris (1995),01-Jan-1995,Jefferson in Paris (1995)
1531,Far From Home: The Adventures of Yellow Dog (1995),01-Jan-1995,Far From Home: The Adventures of Yellow Dog (1995)
1532,Foreign Student (1994),01-Jan-1994,Foreign Student (1994)
1533,I Don't Want to Talk About It (De eso no se habla) (1993),01-Jan-1993,I Don't Want to Talk About It (De eso no se habla) (1993)
1534,Twin Town (1997),30-May-1997,Twin Town (1997)
1535,"Enfer, L' (1994)",01-Jan-1994,"Enfer, L' (1994)"
1536,Aiqing wansui (1994),22-Jul-1996,Aiqing wansui (1994)
1537,Cosi (1996),11-Apr-1997,Cosi (1996)
1538,All Over Me (1997),25-Apr-1997,All Over Me (1997)
1539,Being Human (1993),01-Jan-1993,Being Human (1993)
1540,"Amazing Panda Adventure, The (1995)",01-Jan-1995,"Amazing Panda Adventure, The (1995)"
1541,"Beans of Egypt, Maine, The (1994)",01-Jan-1994,"Beans of Egypt, Maine, The (1994)"
1542,"Scarlet Letter, The (1926)",01-Jan-1926,"Scarlet Letter, The (1926)"
1543,Johns (1996),18-Oct-1996,Johns (1996)
1544,It Takes Two (1995),01-Jan-1995,It Takes Two (1995)
1545,Frankie Starlight (1995),01-Jan-1995,Frankie Starlight (1995)
1546,Shadows (Cienie) (1988),01-Jan-1988,Shadows (Cienie) (1988)
1547,"Show, The (1995)",01-Jan-1995,"Show, The (1995)"
1548,The Courtyard (1995),01-Jan-1995,The Courtyard (1995)
1549,Dream Man (1995),01-Jan-1995,Dream Man (1995)
1550,Destiny Turns on the Radio (1995),01-Jan-1995,Destiny Turns on the Radio (1995)
1551,"Glass Shield, The (1994)",01-Jan-1994,"Glass Shield, The (1994)"
1552,"Hunted, The (1995)",01-Jan-1995,"Hunted, The (1995)"
1553,"Underneath, The (1995)",01-Jan-1995,"Underneath, The (1995)"
1554,Safe Passage (1994),01-Jan-1994,Safe Passage (1994)
1555,"Secret Adventures of Tom Thumb, The (1993)",01-Jan-1993,"Secret Adventures of Tom Thumb, The (1993)"
1556,Condition Red (1995),01-Jan-1995,Condition Red (1995)
1557,Yankee Zulu (1994),16-Feb-1996,Yankee Zulu (1994)
1558,Aparajito (1956),29-Mar-1996,Aparajito (1956)
1559,Hostile Intentions (1994),01-Jan-1994,Hostile Intentions (1994)
1560,Clean Slate (Coup de Torchon) (1981),01-Jan-1981,Clean Slate (Coup de Torchon) (1981)
1561,Tigrero: A Film That Was Never Made (1994),01-Jan-1994,Tigrero: A Film That Was Never Made (1994)
1562,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",01-Jan-1993,"Eye of Vichy, The (Oeil de Vichy, L') (1993)"
1563,"Promise, The (Versprechen, Das) (1994)",01-Jan-1994,"Promise, The (Versprechen, Das) (1994)"
1564,To Cross the Rubicon (1991),01-Jan-1991,To Cross the Rubicon (1991)
1565,Daens (1992),01-Jan-1992,Daens (1992)
1566,"Man from Down Under, The (1943)",01-Jan-1943,"Man from Down Under, The (1943)"
1567,Careful (1992),01-Jan-1992,Careful (1992)
1568,Vermont Is For Lovers (1992),01-Jan-1992,Vermont Is For Lovers (1992)
1569,"Vie est belle, La (Life is Rosey) (1987)",01-Jan-1987,"Vie est belle, La (Life is Rosey) (1987)"
1570,Quartier Mozart (1992),01-Jan-1992,Quartier Mozart (1992)
1571,Touki Bouki (Journey of the Hyena) (1973),01-Jan-1973,Touki Bouki (Journey of the Hyena) (1973)
1572,Wend Kuuni (God's Gift) (1982),01-Jan-1982,Wend Kuuni (God's Gift) (1982)
1573,Spirits of the Dead (Tre passi nel delirio) (1968),01-Jan-1968,Spirits of the Dead (Tre passi nel delirio) (1968)
1574,Pharaoh's Army (1995),01-Jan-1995,Pharaoh's Army (1995)
1575,"I, Worst of All (Yo, la peor de todas) (1990)",01-Jan-1990,"I, Worst of All (Yo, la peor de todas) (1990)"
1576,"Hungarian Fairy Tale, A (1987)",01-Jan-1987,"Hungarian Fairy Tale, A (1987)"
1577,"Death in the Garden (Mort en ce jardin, La) (1956)",01-Jan-1956,"Death in the Garden (Mort en ce jardin, La) (1956)"
1578,"Collectionneuse, La (1967)",01-Jan-1967,"Collectionneuse, La (1967)"
1579,Baton Rouge (1988),01-Jan-1988,Baton Rouge (1988)
1580,Liebelei (1933),01-Jan-1933,Liebelei (1933)
1581,"Woman in Question, The (1950)",01-Jan-1950,"Woman in Question, The (1950)"
1582,T-Men (1947),01-Jan-1947,T-Men (1947)
1583,"Invitation, The (Zaproszenie) (1986)",01-Jan-1986,"Invitation, The (Zaproszenie) (1986)"
1584,"Symphonie pastorale, La (1946)",01-Jan-1946,"Symphonie pastorale, La (1946)"
1585,American Dream (1990),01-Jan-1990,American Dream (1990)
1586,Lashou shentan (1992),01-Jan-1992,Lashou shentan (1992)
1587,Terror in a Texas Town (1958),01-Jan-1958,Terror in a Texas Town (1958)
1588,Salut cousin! (1996),21-Feb-1997,Salut cousin! (1996)
1589,Schizopolis (1996),23-May-1997,Schizopolis (1996)
1590,"To Have, or Not (1995)",06-Jun-1997,"To Have, or Not (1995)"
1591,Duoluo tianshi (1995),21-Jan-1998,Duoluo tianshi (1995)
1592,"Magic Hour, The (1998)",30-Jan-1998,"Magic Hour, The (1998)"
1593,Death in Brunswick (1991),16-Aug-1996,Death in Brunswick (1991)
1594,Everest (1998),10-Mar-1998,Everest (1998)
1595,Shopping (1994),09-Feb-1996,Shopping (1994)
1596,Nemesis 2: Nebula (1995),01-Jan-1995,Nemesis 2: Nebula (1995)
1597,Romper Stomper (1992),01-Jan-1992,Romper Stomper (1992)
1598,City of Industry (1997),14-Mar-1997,City of Industry (1997)
1599,Someone Else's America (1995),10-May-1996,Someone Else's America (1995)
1600,Guantanamera (1994),16-May-1997,Guantanamera (1994)
1601,Office Killer (1997),01-Jan-1997,Office Killer (1997)
1602,"Price Above Rubies, A (1998)",20-Mar-1998,"Price Above Rubies, A (1998)"
1603,Angela (1995),16-Feb-1996,Angela (1995)
1604,He Walked by Night (1948),01-Jan-1948,He Walked by Night (1948)
1605,Love Serenade (1996),11-Jul-1997,Love Serenade (1996)
1606,Deceiver (1997),01-Jan-1997,Deceiver (1997)
1607,Hurricane Streets (1998),01-Jan-1998,Hurricane Streets (1998)
1608,Buddy (1997),06-Jun-1997,Buddy (1997)
1609,B*A*P*S (1997),28-Mar-1997,B*A*P*S (1997)
1610,"Truth or Consequences, N.M. (1997)",02-May-1997,"Truth or Consequences, N.M. (1997)"
1611,Intimate Relations (1996),09-May-1997,Intimate Relations (1996)
1612,"Leading Man, The (1996)",16-Jan-1998,"Leading Man, The (1996)"
1613,Tokyo Fist (1995),11-Feb-1998,Tokyo Fist (1995)
1614,"Reluctant Debutante, The (1958)",01-Jan-1958,"Reluctant Debutante, The (1958)"
1615,Warriors of Virtue (1997),02-May-1997,Warriors of Virtue (1997)
1616,Desert Winds (1995),01-Jan-1995,Desert Winds (1995)
1617,Hugo Pool (1997),01-Jan-1997,Hugo Pool (1997)
1618,King of New York (1990),01-Jan-1990,King of New York (1990)
1619,All Things Fair (1996),08-Mar-1996,All Things Fair (1996)
1620,"Sixth Man, The (1997)",28-Mar-1997,"Sixth Man, The (1997)"
1621,Butterfly Kiss (1995),26-Apr-1996,Butterfly Kiss (1995)
1622,"Paris, France (1993)",01-Jan-1993,"Paris, France (1993)"
1623,"Cérémonie, La (1995)",20-Dec-1996,"Cérémonie, La (1995)"
1624,Hush (1998),10-Mar-1998,Hush (1998)
1625,Nightwatch (1997),22-Apr-1997,Nightwatch (1997)
1626,Nobody Loves Me (Keiner liebt mich) (1994),09-Feb-1996,Nobody Loves Me (Keiner liebt mich) (1994)
1627,"Wife, The (1995)",26-Jul-1996,"Wife, The (1995)"
1628,Lamerica (1994),01-Jan-1994,Lamerica (1994)
1629,Nico Icon (1995),01-Jan-1995,Nico Icon (1995)
1630,"Silence of the Palace, The (Saimt el Qusur) (1994)",02-Feb-1996,"Silence of the Palace, The (Saimt el Qusur) (1994)"
1631,"Slingshot, The (1993)",01-Jan-1993,"Slingshot, The (1993)"
1632,Land and Freedom (Tierra y libertad) (1995),29-Mar-1996,Land and Freedom (Tierra y libertad) (1995)
1633,Á köldum klaka (Cold Fever) (1994),08-Mar-1996,Á köldum klaka (Cold Fever) (1994)
1634,Etz Hadomim Tafus (Under the Domin Tree) (1994),19-Apr-1996,Etz Hadomim Tafus (Under the Domin Tree) (1994)
1635,Two Friends (1986) ,26-Apr-1986,Two Friends (1986) 
1636,Brothers in Trouble (1995),26-Apr-1996,Brothers in Trouble (1995)
1637,Girls Town (1996),23-Aug-1996,Girls Town (1996)
1638,Normal Life (1996),25-Oct-1996,Normal Life (1996)
1639,Bitter Sugar (Azucar Amargo) (1996),22-Nov-1996,Bitter Sugar (Azucar Amargo) (1996)
1640,"Eighth Day, The (1996)",01-Nov-1996,"Eighth Day, The (1996)"
1641,Dadetown (1995),18-Sep-1996,Dadetown (1995)
1642,Some Mother's Son (1996),27-Dec-1996,Some Mother's Son (1996)
1643,Angel Baby (1995),10-Jan-1997,Angel Baby (1995)
1644,Sudden Manhattan (1996),13-Jun-1997,Sudden Manhattan (1996)
1645,"Butcher Boy, The (1998)",01-Jan-1998,"Butcher Boy, The (1998)"
1646,Men With Guns (1997),06-Mar-1998,Men With Guns (1997)
1647,Hana-bi (1997),20-Mar-1998,Hana-bi (1997)
1648,"Niagara, Niagara (1997)",20-Mar-1998,"Niagara, Niagara (1997)"
1649,"Big One, The (1997)",27-Mar-1998,"Big One, The (1997)"
1650,"Butcher Boy, The (1998)",01-Jan-1998,"Butcher Boy, The (1998)"
1651,"Spanish Prisoner, The (1997)",27-Mar-1998,"Spanish Prisoner, The (1997)"
1652,Temptress Moon (Feng Yue) (1996),13-Jun-1997,Temptress Moon (Feng Yue) (1996)
1653,Entertaining Angels: The Dorothy Day Story (1996),27-Sep-1996,Entertaining Angels: The Dorothy Day Story (1996)
1654,Chairman of the Board (1998),01-Jan-1998,Chairman of the Board (1998)
1655,"Favor, The (1994)",01-Jan-1994,"Favor, The (1994)"
1656,Little City (1998),20-Feb-1998,Little City (1998)
1657,Target (1995),28-Feb-1996,Target (1995)
1658,"Substance of Fire, The (1996)",06-Dec-1996,"Substance of Fire, The (1996)"
1659,Getting Away With Murder (1996),12-Apr-1996,Getting Away With Murder (1996)
1660,Small Faces (1995),09-Aug-1996,Small Faces (1995)
1661,"New Age, The (1994)",01-Jan-1994,"New Age, The (1994)"
1662,Rough Magic (1995),30-May-1997,Rough Magic (1995)
1663,Nothing Personal (1995),30-Apr-1997,Nothing Personal (1995)
1664,8 Heads in a Duffel Bag (1997),18-Apr-1997,8 Heads in a Duffel Bag (1997)
1665,"Brother's Kiss, A (1997)",25-Apr-1997,"Brother's Kiss, A (1997)"
1666,Ripe (1996),02-May-1997,Ripe (1996)
1667,"Next Step, The (1995)",13-Jun-1997,"Next Step, The (1995)"
1668,Wedding Bell Blues (1996),13-Jun-1997,Wedding Bell Blues (1996)
1669,MURDER and murder (1996),20-Jun-1997,MURDER and murder (1996)
1670,Tainted (1998),01-Feb-1998,Tainted (1998)
1671,"Further Gesture, A (1996)",20-Feb-1998,"Further Gesture, A (1996)"
1672,Kika (1993),01-Jan-1993,Kika (1993)
1673,Mirage (1995),01-Jan-1995,Mirage (1995)
1674,Mamma Roma (1962),01-Jan-1962,Mamma Roma (1962)
1675,"Sunchaser, The (1996)",25-Oct-1996,"Sunchaser, The (1996)"
1676,"War at Home, The (1996)",01-Jan-1996,"War at Home, The (1996)"
1677,Sweet Nothing (1995),20-Sep-1996,Sweet Nothing (1995)
1678,Mat' i syn (1997),06-Feb-1998,Mat' i syn (1997)
1679,B. Monkey (1998),06-Feb-1998,B. Monkey (1998)
1680,Sliding Doors (1998),01-Jan-1998,Sliding Doors (1998)
1681,You So Crazy (1994),01-Jan-1994,You So Crazy (1994)
1682,Scream of Stone (Schrei aus Stein) (1991),08-Mar-1996,Scream of Stone (Schrei aus Stein) (1991)
